flow_duration,total_fwd_packets,total_backward_packets,total_length_fwd_packets,total_length_bwd_packets,attack_label,bytes_per_sec,pkts_per_sec,fwd_to_bwd_ratio,protocol_other,protocol_tcp,protocol_udp,__perturbed
118240547,6,4,138,138,BENIGN,2.334224654762465e-06,8.457335705661106e-08,1.2,False,True,False,0
834000,3,5,26,11601,DDoS,0.013941247002398,9.59232613908873e-06,0.5,False,True,False,0
103,1,1,2,6,PortScan,0.0776699029126213,0.0194174757281553,0.5,False,True,False,0
10355275,5,3,1113,24673,DoS GoldenEye,0.002490131841018225,7.725531190625068e-07,1.25,True,False,False,1
4115444,5,1,123,46,BENIGN,4.106482799911747e-05,1.457922887542632e-06,2.5,False,True,False,0
115715075,16,14,445,746,BENIGN,1.0292522387424456e-05,2.592574908671148e-07,1.0666666666666669,False,True,False,0
74,1,1,0,0,BENIGN,0.0,0.027027027027027,0.5,False,True,False,0
54,2,0,0,0,BENIGN,0.0,0.037037037037037035,2.0,False,False,True,1
52,1,1,6,6,BENIGN,0.2307692307692307,0.0384615384615384,0.5,False,True,False,0
31069,4,4,152,640,BENIGN,0.0254916476230326,0.0002574913901316,0.8,False,False,True,0
756176306,8,0,44,0,DDoS,5.81874883553942e-08,1.05795433373444e-08,8.0,True,False,False,1
3,6,0,0,0,BENIGN,0.0,2.0,6.0,True,False,False,1
199,3,1,43,6,BENIGN,0.2462311557788944,0.0201005025125628,1.5,False,True,False,0
68303236,2,2,94,126,BENIGN,3.2209308501869514e-06,5.8562379094308215e-08,0.6666666666666666,False,False,True,0
218,2,2,88,188,BENIGN,1.2660550458715596,0.018348623853211,0.6666666666666666,False,False,True,0
30817,1,1,47,175,BENIGN,0.0072038160755427,6.489924392380829e-05,0.5,False,False,True,0
11641208,4,3,688,22277,DoS GoldenEye,0.0019727334139206174,6.013121662287969e-07,1.0,False,False,True,1
35,4,2,44,5,BENIGN,1.4,0.17142857142857143,1.3333333333333333,False,False,True,1
165,3,3,52,145,BENIGN,1.1939393939393939,0.03636363636363636,0.75,False,False,True,1
916,2,2,84,160,BENIGN,0.2663755458515284,0.0043668122270742,0.6666666666666666,False,False,True,0
5482450,3,1,0,0,BENIGN,0.0,7.296008171529152e-07,1.5,False,True,False,0
5225837,5,5,403,1102,BENIGN,0.0002879921436508,1.9135690608030827e-06,0.8333333333333334,False,True,False,0
28673,1,1,0,0,BENIGN,0.0,6.975203152791825e-05,0.5,False,True,False,0
41,1,1,0,0,BENIGN,0.0,0.048780487804878,0.5,False,True,False,0
239,2,2,68,380,BENIGN,1.8744769874476988,0.0167364016736401,0.6666666666666666,False,False,True,0
48,2,0,12,0,BENIGN,0.25,0.0416666666666666,2.0,False,True,False,0
60887,1,1,42,122,BENIGN,0.002693514214857,3.284773432752476e-05,0.5,False,False,True,0
3,2,0,124,0,BENIGN,41.333333333333336,0.6666666666666666,2.0,False,False,True,0
1109,1,3,0,13,PortScan,0.011722272317403066,0.0036068530207394047,0.25,False,True,False,1
30692,1,1,62,78,BENIGN,0.0045614492375863,6.516356053694774e-05,0.5,False,False,True,0
152,2,2,66,130,BENIGN,1.2894736842105263,0.0263157894736842,0.6666666666666666,False,False,True,0
30830,2,2,62,208,BENIGN,0.0087577035355173,0.0001297437560817,0.6666666666666666,False,False,True,0
120290,1,1,43,100,BENIGN,0.0011887937484412,1.662648599218555e-05,0.5,False,False,True,0
183398,1,1,0,0,BENIGN,0.0,1.090524433199926e-05,0.5,False,True,False,0
180,2,2,88,120,BENIGN,1.1555555555555554,0.0222222222222222,0.6666666666666666,False,False,True,0
2,4,0,17,0,BENIGN,8.5,2.0,4.0,False,True,False,1
55,1,1,0,6,PortScan,0.109090909090909,0.0363636363636363,0.5,False,True,False,0
38,1,1,0,0,BENIGN,0.0,0.0526315789473684,0.5,False,True,False,0
176,5,5,188,192,BENIGN,2.159090909090909,0.056818181818181816,0.8333333333333334,False,True,False,1
548,1,1,55,71,BENIGN,0.22992700729927,0.0036496350364963,0.5,False,False,True,0
166,2,2,80,112,BENIGN,1.1566265060240963,0.0240963855421686,0.6666666666666666,False,False,True,0
38079,1,1,6,6,BENIGN,0.0003151343260064,5.2522387667743375e-05,0.5,False,True,False,0
1,5,0,35,0,BENIGN,35.0,5.0,5.0,True,False,False,1
16240,1,1,48,48,BENIGN,0.005911330049261,0.0001231527093596,0.5,False,False,True,0
30438,1,1,35,51,BENIGN,0.0028254155989223,6.570733950982325e-05,0.5,False,False,True,0
23593,1,1,50,66,BENIGN,0.004916712584241,8.477090662484635e-05,0.5,False,False,True,0
118704,2,2,76,228,BENIGN,0.0025609920474457,3.3697263782180885e-05,0.6666666666666666,False,False,True,0
61123507,15,12,969,997,BENIGN,3.216438480861381e-05,4.4172858078971154e-07,1.1538461538461535,False,True,False,0
57,1,1,0,6,PortScan,0.1052631578947368,0.0350877192982456,0.5,False,True,False,0
43,1,1,0,0,BENIGN,0.0,0.0465116279069767,0.5,False,True,False,0
1138164,4,4,950,1176,BENIGN,0.0018679206160096,7.028864030139769e-06,0.8,False,True,False,0
79302,2,2,82,124,BENIGN,0.002597664623843,5.0440089783359815e-05,0.6666666666666666,False,False,True,0
48,1,1,2,6,PortScan,0.1666666666666666,0.0416666666666666,0.5,False,True,False,0
102,1,0,0,0,BENIGN,0.0,0.00980392156862745,1.0,False,True,False,1
60821,4,2,144,184,BENIGN,0.0053928741717498,9.865013728810772e-05,1.3333333333333333,False,False,True,0
110,2,0,12,0,BENIGN,0.109090909090909,0.0181818181818181,2.0,False,True,False,0
94884,1,1,0,0,BENIGN,0.0,2.107836937734497e-05,0.5,False,True,False,0
48726,3,4,439,858,BENIGN,0.0266182325657759,0.0001436604687435,0.6,False,True,False,0
4,2,0,4,0,BENIGN,1.0,0.5,2.0,False,True,False,0
31166,2,2,60,414,BENIGN,0.0152088814734005,0.0001283449913367,0.6666666666666666,False,False,True,0
3,2,1,0,0,DoS Hulk,0.0,1.0,1.0,False,True,False,0
12069995,21,31,2024,2745,SSH-Patator,0.0003951120112311,4.308203938775451e-06,0.65625,False,True,False,0
119072756,20,16,1389,5328,BENIGN,5.641088881826167e-05,3.02336161598544e-07,1.1764705882352942,False,True,False,0
419358,3,4,576,913,BENIGN,0.0035506655411366,1.6692181858936756e-05,0.6,False,True,False,0
105465,4,2,152,282,BENIGN,0.0041151092779595,5.689091167685962e-05,1.3333333333333333,False,False,True,0
24179410,2,0,0,0,DoS GoldenEye,0.0,8.271500421226158e-08,2.0,False,True,False,0
140,2,2,88,120,BENIGN,1.4857142857142858,0.0285714285714285,0.6666666666666666,False,False,True,0
48,2,0,37,0,BENIGN,0.7708333333333334,0.0416666666666666,2.0,False,True,False,0
88259544,2,2,128,226,BENIGN,4.010897676969643e-06,4.532087770587168e-08,0.6666666666666666,False,False,True,0
3,2,0,0,0,DoS Hulk,0.0,0.6666666666666666,2.0,False,True,False,0
18,1,2,6,16,BENIGN,1.2222222222222223,0.16666666666666666,0.3333333333333333,False,False,True,1
63675,3,1,92,119,BENIGN,0.0033137023949744797,6.281900274833137e-05,1.5,False,True,False,1
153,2,2,64,96,BENIGN,1.0457516339869282,0.0261437908496732,0.6666666666666666,False,False,True,0
31,1,1,6,6,BENIGN,0.3870967741935484,0.064516129032258,0.5,False,True,False,0
331,4,2,64,473,BENIGN,1.6223564954682779,0.01812688821752266,1.3333333333333333,False,False,True,1
95582701,6,9,11613,62,BENIGN,0.0001221455334265,1.569321628607252e-07,0.6,False,True,False,0
5,1,1,0,6,PortScan,1.2,0.4,0.5,False,True,False,0
13552,2,2,12,0,DoS Hulk,0.0008854781582054,0.0002951593860684,0.6666666666666666,False,True,False,0
117278383,18,15,864,3540,BENIGN,3.75516773624002e-05,2.813817786010914e-07,1.125,False,True,False,0
8253,3,1,50,6,BENIGN,0.006785411365564,0.0004846722403974,1.5,False,True,False,0
85316,4,2,136,250,BENIGN,0.004524356509916,7.032678512822917e-05,1.3333333333333333,False,False,True,0
33,2,0,12,0,BENIGN,0.3636363636363636,0.0606060606060606,2.0,False,True,False,0
1,2,0,0,0,DoS Hulk,0.0,2.0,2.0,False,True,False,0
523863,2,2,108,152,BENIGN,0.0004963129673216,7.635584112640137e-06,0.6666666666666666,False,False,True,0
321960,1,1,45,61,BENIGN,0.0003292334451484,6.211951795254069e-06,0.5,False,False,True,0
2,2,0,0,0,DoS Hulk,0.0,1.0,2.0,False,True,False,0
83,3,0,20,0,BENIGN,0.24096385542168675,0.03614457831325301,3.0,False,True,False,1
78714723,11,13,844,20211,DoS Hulk,0.00026748490241145867,3.048984876692001e-07,0.7857142857142857,False,False,True,1
3,2,0,4,0,BENIGN,1.3333333333333333,0.6666666666666666,2.0,False,True,False,0
170,2,2,48,112,BENIGN,0.9411764705882352,0.0235294117647058,0.6666666666666666,False,False,True,0
77143,2,2,74,202,BENIGN,0.0035777711522756,5.18517558300818e-05,0.6666666666666666,False,False,True,0
152,4,2,162,253,BENIGN,2.7302631578947367,0.039473684210526314,1.3333333333333333,False,False,True,1
459878,13,12,1006,5018,BENIGN,0.013099126290016,5.4362243899468986e-05,1.0,False,True,False,0
18,1,3,0,0,BENIGN,0.0,0.2222222222222222,0.25,False,True,False,1
322,2,2,66,500,BENIGN,1.7577639751552796,0.0124223602484472,0.6666666666666666,False,False,True,0
113338,6,6,1327,3363,BENIGN,0.0413806490320986,0.0001058779932591,0.8571428571428571,False,True,False,0
106460780,23,28,19,0,BENIGN,1.7846947955857548e-07,4.790496556572289e-07,0.7931034482758621,False,True,False,1
7471065,67,75,1764,112313,BENIGN,0.0152691751443736,1.900666103159322e-05,0.881578947368421,False,True,False,0
28,3,3,0,0,BENIGN,0.0,0.21428571428571427,0.75,False,False,True,1
1209950,7,2,11607,26,BENIGN,0.0096144468779701,7.438323897681723e-06,2.333333333333333,False,True,False,0
87801,5,0,30,0,DDoS,0.0003416817576109,5.694695960182686e-05,5.0,False,True,False,0
15,1,1,0,6,PortScan,0.4,0.1333333333333333,0.5,False,True,False,0
78,1,1,0,0,BENIGN,0.0,0.0256410256410256,0.5,False,True,False,0
3,2,0,12,0,BENIGN,4.0,0.6666666666666666,2.0,False,True,False,0
90365,2,2,76,206,BENIGN,0.0031206772533613,4.426492557959387e-05,0.6666666666666666,False,False,True,0
261,2,2,104,352,BENIGN,1.7471264367816093,0.0153256704980842,0.6666666666666666,False,False,True,0
11762245,1,5,6,30,BENIGN,3.0606402094158047e-06,5.101067015693007e-07,0.1666666666666666,False,True,False,0
89,2,3,0,0,BENIGN,0.0,0.056179775280898875,0.5,True,False,False,1
1684014,3,6,26,11607,DDoS,0.0069078998155597,5.34437362159697e-06,0.4285714285714285,False,True,False,0
225,2,2,60,266,BENIGN,1.448888888888889,0.0177777777777777,0.6666666666666666,False,False,True,0
92146288,8,6,56,11601,DDoS,0.0001265053672048,1.519323274313557e-07,1.1428571428571428,False,True,False,0
167,1,1,0,0,BENIGN,0.0,0.0119760479041916,0.5,False,True,False,0
61246,2,2,70,174,BENIGN,0.0039839336446461,6.53103876171505e-05,0.6666666666666666,False,False,True,0
57,5,0,18,0,BENIGN,0.3157894736842105,0.08771929824561403,5.0,False,True,False,1
3,2,0,31,0,BENIGN,10.333333333333334,0.6666666666666666,2.0,False,True,False,0
50093,4,2,132,122,BENIGN,0.0050705687421396,0.0001197772143812,1.3333333333333333,False,False,True,0
4401331,6,2,135,92,BENIGN,5.157530756037208e-05,1.817631984506505e-06,2.0,False,True,False,0
23073,1,1,52,114,BENIGN,0.0071945564079226,8.668140250509253e-05,0.5,False,False,True,0
13173585,28,30,3756,37137,BENIGN,0.0031041664057278,4.402749896857993e-06,0.9032258064516128,False,True,False,0
110148,1,1,68,133,BENIGN,0.0018248175182481,1.815738824127537e-05,0.5,False,False,True,0
175,2,2,72,208,BENIGN,1.6,0.0228571428571428,0.6666666666666666,False,False,True,0
38172,1,1,41,73,BENIGN,0.0029864822382898,5.239442523315519e-05,0.5,False,False,True,0
59,2,0,0,0,BENIGN,0.0,0.0338983050847457,2.0,False,True,False,0
346451,1,1,47,162,BENIGN,0.0006032599126572,5.77282213069092e-06,0.5,False,False,True,0
172,2,2,72,328,BENIGN,2.3255813953488373,0.0232558139534883,0.6666666666666666,False,False,True,0
115150,1,1,47,204,BENIGN,0.0021797655232305,1.7368649587494574e-05,0.5,False,False,True,0
102682757,14,3,2541,6,DoS slowloris,2.480455408886226e-05,1.6555846859468337e-07,3.5,False,True,False,0
174,2,2,78,110,BENIGN,1.0804597701149423,0.0229885057471264,0.6666666666666666,False,False,True,0
220,2,2,86,214,BENIGN,1.3636363636363635,0.0181818181818181,0.6666666666666666,False,False,True,0
86,1,1,0,0,BENIGN,0.0,0.0232558139534883,0.5,False,True,False,0
4721402,21,7,399,6830,BENIGN,0.0015311130041458024,5.930441847569853e-06,2.625,False,True,False,1
85,1,1,0,0,BENIGN,0.0,0.0235294117647058,0.5,False,True,False,0
12539213,3,2,18,12,BENIGN,2.392494648587595e-06,3.987491080979325e-07,1.0,False,True,False,0
149,2,2,70,102,BENIGN,1.1543624161073829,0.0268456375838926,0.6666666666666666,False,False,True,0
93420815,12,6,946,8240,DoS Hulk,9.832926420091711e-05,1.926765464420322e-07,1.7142857142857142,False,False,True,1
158,2,5,57,157,BENIGN,1.3544303797468353,0.04430379746835443,0.3333333333333333,False,True,False,1
154,4,0,21,0,BENIGN,0.13636363636363635,0.025974025974025976,4.0,False,True,False,1
803249,3,6,26,11601,DDoS,0.0144749635542652,1.1204495741669146e-05,0.4285714285714285,False,True,False,0
30569,1,1,47,175,BENIGN,0.0072622591514279,6.542575812097223e-05,0.5,False,False,True,0
979,2,0,0,0,DoS Hulk,0.0,0.0020429009193054,2.0,False,True,False,0
20351958,11,10,1010,5936,BENIGN,0.0003412939433149,1.0318417520319175e-06,1.0,False,True,False,0
5619393,5,2,700,1143,BENIGN,0.0003279713663023,1.2456861443931757e-06,1.6666666666666667,False,True,False,0
33390,1,1,35,74,BENIGN,0.003264450434261755,5.989817310572028e-05,0.5,False,True,False,1
61956,1,1,47,114,BENIGN,0.0025986183743301,3.22809735941636e-05,0.5,False,False,True,0
147032,1,1,0,0,BENIGN,0.0,1.360248109255128e-05,0.5,False,True,False,0
201,2,1,280,6,BENIGN,1.4228855721393034,0.0149253731343283,1.0,False,True,False,0
154,2,2,46,842,BENIGN,5.766233766233766,0.025974025974025976,0.6666666666666666,True,False,False,1
98375926,6,7,324,11595,DoS Hulk,0.0001211576905512,1.321461512850207e-07,0.75,False,True,False,0
30652,1,1,54,116,BENIGN,0.0055461307581886,6.524859715516116e-05,0.5,False,False,True,0
42386,3,9,521,1124,BENIGN,0.03880998442882084,0.0002831123484169301,0.3,False,False,True,1
15502135,7,5,430,410,BENIGN,5.418608469091516e-05,7.740869241559307e-07,1.1666666666666667,False,True,False,0
66085731,2,2,96,96,BENIGN,2.9053170343231885e-06,6.052743821506644e-08,0.6666666666666666,False,False,True,0
90860,4,2,192,330,BENIGN,0.0057451023552718,6.603565925599824e-05,1.3333333333333333,False,False,True,0
276,2,2,66,264,BENIGN,1.1956521739130437,0.0144927536231884,0.6666666666666666,False,False,True,0
169,2,2,80,112,BENIGN,1.136094674556213,0.0236686390532544,0.6666666666666666,False,False,True,0
85468114,8,6,358,11595,DoS Hulk,0.0001398533258847,1.6380377833071172e-07,1.1428571428571428,False,True,False,0
8,7,0,0,0,DoS Hulk,0.0,0.875,7.0,False,True,False,0
16050,1,1,48,48,BENIGN,0.0059813084112149,0.0001246105919003,0.5,False,False,True,0
1273731,6,7,1245,5234,BENIGN,0.005086631321684092,1.0206236638662323e-05,0.75,False,False,True,1
19158,2,1,280,6,BENIGN,0.0149284894039043,0.0001565925461948,1.0,False,True,False,0
110000238,7,4,307,3157,BENIGN,3.149084095618048e-05,9.999978363683177e-08,1.4,False,True,False,0
2311946,4,0,24,0,DDoS,1.0380865297026831e-05,1.730144216171139e-06,4.0,False,True,False,0
22,13,0,650,0,BENIGN,29.545454545454547,0.5909090909090909,13.0,False,False,True,0
40949,5,2,35,0,BENIGN,0.000854721727026301,0.0001709443454052602,1.6666666666666667,False,False,True,1
231,2,2,80,336,BENIGN,1.800865800865801,0.0173160173160173,0.6666666666666666,False,False,True,0
5258168,3,1,0,0,BENIGN,0.0,7.607212245785985e-07,1.5,False,True,False,0
31155,1,1,47,198,BENIGN,0.0078639062750762,6.419515326592842e-05,0.5,False,False,True,0
22,1,1,2,6,PortScan,0.3636363636363636,0.0909090909090909,0.5,False,True,False,0
101119,1,1,56,72,BENIGN,0.0012658353029598,1.9778676608748107e-05,0.5,False,False,True,0
98273776,6,7,367,11595,DoS Hulk,0.0001217211802261,1.322835096923517e-07,0.75,False,True,False,0
148,6,3,166,369,BENIGN,3.614864864864865,0.060810810810810814,1.5,False,True,False,1
66,2,2,4,12,BENIGN,0.2424242424242424,0.0606060606060606,0.6666666666666666,False,True,False,0
17,1,1,0,0,BENIGN,0.0,0.1176470588235294,0.5,False,True,False,0
165214,8,9,926,6914,BENIGN,0.0474536056266418,0.0001028968489353,0.8,False,True,False,0
3,2,0,12,0,BENIGN,4.0,0.6666666666666666,2.0,False,True,False,0
496,2,2,356,358,BENIGN,1.439516129032258,0.0080645161290322,0.6666666666666666,False,False,True,0
22023871,5,0,30,0,DDoS,1.3621583598995836e-06,2.270263933165973e-07,5.0,False,True,False,0
4363743,13,2,301,68,BENIGN,8.456043355440501e-05,3.4374159981465453e-06,4.333333333333333,True,False,False,1
50,1,2,0,0,BENIGN,0.0,0.06,0.3333333333333333,False,True,False,0
28039620,2,2,102,243,BENIGN,1.2304018385413212e-05,1.426552856279793e-07,0.6666666666666666,False,False,True,0
4637777,5,1,123,46,BENIGN,3.643987194727129e-05,1.293723264400164e-06,2.5,False,True,False,0
98643152,8,6,351,11595,DoS Hulk,0.0001211031861593,1.4192571624231958e-07,1.1428571428571428,False,True,False,0
95440,2,2,88,288,BENIGN,0.0039396479463537,4.191114836546522e-05,0.6666666666666666,False,False,True,0
21,17,0,358,0,BENIGN,17.047619047619047,0.8095238095238095,17.0,False,False,True,1
140,2,2,88,120,BENIGN,1.4857142857142858,0.0285714285714285,0.6666666666666666,False,False,True,0
32421,3,1,362,503,BENIGN,0.02668023811726967,0.00012337682366367477,1.5,False,False,True,1
25,1,1,0,6,PortScan,0.24,0.08,0.5,False,True,False,0
190,2,2,82,138,BENIGN,1.1578947368421053,0.0210526315789473,0.6666666666666666,False,False,True,0
8045735,7,2,0,0,BENIGN,0.0,1.1186050746140658e-06,2.3333333333333335,False,False,True,1
21087,1,3,421,0,BENIGN,0.0199649072888509,0.0001896903305354,0.25,False,True,False,0
23211,1,1,57,144,BENIGN,0.0086596872172676,8.616604196286244e-05,0.5,False,False,True,0
27741,3,3,133,368,BENIGN,0.01805991132259111,0.00021628636314480372,0.75,True,False,False,1
152923071,17,22,429,11426,DoS Hulk,7.752263881752676e-05,2.5503019096444905e-07,0.7391304347826086,False,True,False,1
6452919,1,5,6,30,BENIGN,5.57887058554431e-06,9.298117642573848e-07,0.1666666666666666,False,True,False,0
1864197,3,6,26,11607,DDoS,0.0062402203200627,4.827815944344938e-06,0.4285714285714285,False,True,False,0
2562193,39,47,2945,55721,BENIGN,0.0228967919278524,3.356499686011163e-05,0.8125,False,True,False,0
47503,4,2,128,432,BENIGN,0.0117887291328968,0.0001263078121381,1.3333333333333333,False,False,True,0
117528236,14,12,609,6237,BENIGN,5.824983198080162e-05,2.2122343434134415e-07,1.0769230769230769,False,True,False,0
28244,5,2,100,539,BENIGN,0.022624274182127178,0.00024784024925647927,1.6666666666666667,False,False,True,1
103,1,1,0,0,BENIGN,0.0,0.0194174757281553,0.5,False,True,False,0
12,1,1,2,6,PortScan,0.6666666666666666,0.1666666666666666,0.5,False,True,False,0
278801,15,10,974,7387,BENIGN,0.0299891320332423,8.966969271989699e-05,1.3636363636363635,False,True,False,0
160,2,2,84,116,BENIGN,1.25,0.025,0.6666666666666666,False,False,True,0
274900,12,13,5771,16796,BENIGN,0.082091669698072,9.094216078574028e-05,0.8571428571428571,False,True,False,0
569,1,1,0,0,BENIGN,0.0,0.0035149384885764,0.5,False,True,False,0
87204545,54,77,37492,51643,BENIGN,0.0010221370915931044,1.502215280178344e-06,0.6923076923076923,False,False,True,1
1,4,0,261,0,BENIGN,261.0,4.0,4.0,False,True,False,1
137603,2,2,68,254,BENIGN,0.002340065260205,2.9069133667143884e-05,0.6666666666666666,False,False,True,0
13834,2,2,12,0,DoS Hulk,0.0008674280757553,0.0002891426919184,0.6666666666666666,False,True,False,0
243317,1,1,48,186,BENIGN,0.0009617083886452,8.219729817480899e-06,0.5,False,False,True,0
45,1,1,0,0,BENIGN,0.0,0.0444444444444444,0.5,False,True,False,0
209,6,2,101,591,BENIGN,3.311004784688995,0.03827751196172249,2.0,False,False,True,1
62,1,1,0,0,SSH-Patator,0.0,0.032258064516129,0.5,False,True,False,0
8598,2,0,12,0,BENIGN,0.0013956734124214,0.0002326122354035,2.0,False,True,False,0
64146,3,7,26,11607,DDoS,0.1813519159417578,0.0001558943659776,0.375,False,True,False,0
32,2,2,4,12,BENIGN,0.5,0.125,0.6666666666666666,False,True,False,0
44100943,2,2,111,293,BENIGN,9.160801844985492e-06,9.0701008366193e-08,0.6666666666666666,False,False,True,0
34449,2,2,0,0,BENIGN,0.0,0.00011611367528810705,0.6666666666666666,False,False,True,1
